,Unnamed: 0,Unnamed: 0.1,id,true,cb_num,cb,xgb_num,xgb,lgb_num,lgb,dp,xgb_all
76,76,76,2851,4,3.4733221428959467,3.0,3.3595654964447017,4,3.3616835281634807,3.0,3,3
77,77,77,6467,1,2.5564916189113407,3.0,2.501812547445297,3,2.5255943327308192,3.0,3,3
78,78,78,5258,3,2.757707089541769,3.0,2.696258425712585,3,2.7305885302202406,3.0,3,3
79,79,79,7442,3,3.1839891067679438,3.0,3.1494084000587463,3,3.1470131347321497,3.0,3,3
80,80,80,7325,3,3.3964689548451403,3.0,3.4169671535491943,3,3.374585098637942,3.0,3,3
81,81,81,3871,4,3.365456286526675,3.0,3.306699216365814,3,3.2811845751230324,3.0,3,3
82,82,82,2178,4,3.0978149854538453,3.0,3.18374902009964,3,3.152118655884537,3.0,3,3
83,83,83,5684,3,3.1860658373544357,3.0,3.1788673996925354,3,3.160976326761745,3.0,3,3
84,84,84,5016,4,3.134489707949493,3.0,3.2600287199020386,3,3.2223262266267585,3.0,3,3
85,85,85,4716,3,3.378292178373726,3.0,3.3726505041122437,3,3.338831172766328,3.0,3,3
86,86,86,3340,4,3.302614753627948,3.0,3.329615890979767,3,3.276589386120296,3.0,3,3
87,87,87,4667,3,2.707244306298442,3.0,2.7172587513923645,3,2.6465585929656283,3.0,3,3
88,88,88,7210,3,3.0523332285644305,3.0,3.1076462268829346,3,3.078065543440025,3.0,3,3
89,89,89,2460,4,3.1688158468666114,3.0,3.1973167657852173,3,3.2236873254562832,3.0,3,3
90,90,90,1874,3,3.049856004621543,3.0,2.911150336265564,3,2.9034225413863606,3.0,3,3
91,91,91,3114,3,3.572820425612504,4.0,3.750552237033844,4,3.696619931252098,4.0,3,4
92,92,92,7964,4,2.9647342957712364,3.0,3.0856979489326477,3,3.043959303987997,3.0,3,3
93,93,93,3655,3,2.4142591769787005,2.0,2.437747031450272,3,2.473195611108367,2.0,3,3
94,94,94,3403,3,3.3152243334174987,3.0,3.339187800884247,3,3.3106925123458693,3.0,3,3
95,95,95,7211,4,2.776806848849352,3.0,2.84836208820343,3,2.8837284623907804,3.0,3,3
96,96,96,3949,3,3.3104969529103148,3.0,3.291530728340149,3,3.2877702829508464,3.0,3,3
97,97,97,5107,3,1.2545256896795145,1.0,1.333574116230011,0,1.1976597563068812,1.0,3,3
98,98,98,5442,3,3.212884009704508,3.0,3.007061541080475,3,3.0405278437547185,3.0,3,3
99,99,99,534,4,2.9102979968381453,3.0,2.8804068565368652,3,2.8884077304423834,3.0,3,3
100,100,100,5348,4,3.609457406852792,4.0,3.5424500107765198,3,3.525898581200688,4.0,3,4
101,101,101,2402,4,2.9784918901170543,3.0,3.0251057744026184,3,2.9832502757037687,3.0,3,3
102,102,102,7690,3,2.1424529328813184,2.0,2.1384760737419133,3,2.236780172636781,2.0,3,3
103,103,103,7444,3,2.7400872275416672,3.0,2.793516993522644,3,2.814026510131902,3.0,3,3
104,104,104,5766,3,2.7626059396927816,3.0,2.741536557674408,3,2.7032446580821725,3.0,3,3
105,105,105,1412,4,3.1800645179958904,3.0,3.127004325389862,3,3.123071389188245,3.0,3,3
106,106,106,6438,3,3.0560594338558817,3.0,3.043537199497223,3,3.0363997725291254,3.0,3,3
107,107,107,4220,4,3.641047527435135,4.0,3.8320953845977774,4,3.7862962026591545,4.0,3,4
108,108,108,3881,4,3.2406556326230223,3.0,3.2090446949005127,3,3.204577925193361,3.0,3,3
109,109,109,5160,1,3.0153869150618955,3.0,3.0593551993370056,4,3.0611196263158065,3.0,3,3
110,110,110,1459,3,3.5384963632052893,4.0,3.5038623809814453,4,3.5838549857505213,4.0,3,3
111,111,111,6476,4,2.661679107446981,3.0,2.6654722690582275,1,2.69039981482683,3.0,3,3
112,112,112,6843,3,2.8993101478897785,3.0,2.948764383792877,3,2.9913743965975668,3.0,3,3
113,113,113,1895,3,3.1705258336467814,3.0,3.1163226366043086,3,3.079786785175215,3.0,3,3
114,114,114,1633,4,3.682801090204048,4.0,3.670425057411194,4,3.68083715490504,4.0,3,4
115,115,115,3818,3,3.2455116035245966,3.0,3.2931803464889526,3,3.2635781272930706,3.0,3,3
116,116,116,7392,3,2.8742359592595412,3.0,2.85971462726593,3,2.8791411250071515,3.0,3,3
117,117,117,3802,3,3.0019314160402395,3.0,2.965778470039368,3,2.9727595930617055,3.0,3,3
118,118,118,5213,3,3.150129484869251,3.0,3.118702888488768,3,3.1187866558934987,3.0,3,3
119,119,119,4501,3,3.231347262494884,3.0,3.2521297931671143,3,3.18168917225942,3.0,3,3
120,120,120,6097,3,2.5088593912219435,3.0,2.52073821425438,3,2.526048043798774,3.0,3,3
121,121,121,7828,3,2.9358489518817086,3.0,3.0243252515792847,3,2.983910341326487,3.0,3,3
122,122,122,4659,3,3.1638083853514005,3.0,3.0937666296958923,3,3.088632487135833,3.0,3,3
123,123,123,7126,1,2.1023122686161235,2.0,1.8828265964984887,3,1.92714823164177,2.0,3,1
124,124,124,3782,3,2.9951008376582133,3.0,3.003391146659851,3,3.027140502032987,3.0,3,3
125,125,125,6508,4,3.0682189397367434,3.0,2.980161547660828,3,2.9764572467376604,3.0,3,3
126,126,126,3826,4,3.4200169544970223,3.0,3.46826708316803,3,3.48063431920433,3.0,3,3
127,127,127,7127,3,2.975134708652331,3.0,2.955865740776062,3,2.923231379258439,3.0,3,3
128,128,128,696,2,2.5101677705766194,3.0,2.4927170872688293,3,2.5157431918126165,3.0,3,3
129,129,129,4010,4,3.4685635861529125,3.0,3.4227970242500305,3,3.3731672050972485,3.0,3,3
130,130,130,5269,4,2.9682281767726453,3.0,2.9317001700401306,3,2.9346478219955134,3.0,3,3
131,131,131,929,4,3.3844011239890315,3.0,3.329058825969696,3,3.3220029323408538,3.0,3,3
132,132,132,946,3,3.0444426864333285,3.0,3.0953693985939026,3,3.054831950587628,3.0,3,3
133,133,133,4228,3,3.2607755763946207,3.0,3.1741549968719482,3,3.1232668026834616,3.0,3,3
134,134,134,2927,3,2.8642415025005623,3.0,2.9779423475265503,3,2.946275398461208,3.0,3,3
135,135,135,297,3,2.6228267213313927,3.0,2.597425699234009,3,2.5934634669366563,3.0,3,3
136,136,136,443,1,1.7128031287368286,2.0,1.6500655114650726,1,1.6302647253310218,2.0,3,1
137,137,137,1537,3,3.073533615990602,3.0,3.0541398525238037,4,2.9759127149276523,3.0,3,3
138,138,138,6196,3,3.31330997176868,3.0,3.16561496257782,3,3.1533883271239,3.0,3,3
139,139,139,1425,1,2.3763394715042536,2.0,2.40616774559021,3,2.5135584902291144,3.0,3,3
140,140,140,4022,3,2.980861661671156,3.0,3.0371732115745544,3,3.0512125758552298,3.0,3,3
141,141,141,3684,4,3.5074910205158627,4.0,3.562384605407715,4,3.480662227010104,3.0,3,4
142,142,142,4968,2,3.1677465463503127,3.0,3.046977818012237,3,3.1020068963074787,3.0,3,3
143,143,143,800,3,3.0982633063042844,3.0,3.033457040786743,3,3.0366241918628765,3.0,3,3
144,144,144,5809,3,3.0643994473861915,3.0,2.9396628737449646,3,2.9353107754325505,3.0,3,3
145,145,145,4987,3,2.9844266149926653,3.0,2.9814255237579346,3,2.9906424944594048,3.0,3,3
146,146,146,3663,3,2.9836284171578846,3.0,2.9390978813171387,3,2.9518602612733504,3.0,3,3
147,147,147,438,3,3.1214971959037423,3.0,3.069524884223938,3,3.080530114623852,3.0,3,3
148,148,148,2759,1,2.159129656560474,2.0,2.0612293779850006,2,2.047857588492386,2.0,3,1
149,149,149,3060,3,2.5220762824820424,3.0,2.7891147136688232,3,2.7440219964273966,3.0,3,3
150,150,150,3421,1,2.492299246154063,2.0,2.25476622581482,3,2.27057200401964,2.0,3,2
151,151,151,2363,2,3.1092346192017564,3.0,3.140394866466522,3,3.1607382206322208,3.0,3,3
152,152,152,7040,2,2.8763938727785114,3.0,2.87371289730072,3,2.890456472376811,3.0,3,3
153,153,153,6059,1,2.5843229426004326,3.0,2.470739930868149,3,2.464564441149313,2.0,3,3
154,154,154,7967,1,2.9365823214875517,3.0,2.856870949268341,3,2.8327235673276645,3.0,3,3
155,155,155,4852,4,2.0829868715174538,2.0,2.2484836280345917,3,2.173815524288776,2.0,3,2
156,156,156,7536,3,2.794827788026089,3.0,2.740877330303192,3,2.731384762134931,3.0,3,3
157,157,157,7961,3,2.689887305229896,3.0,2.7228970527648926,3,2.799896522491901,3.0,3,3
158,158,158,999,4,3.17577297567076,3.0,3.0676687359809875,3,3.0779931104346265,3.0,3,3
159,159,159,165,3,2.9840215930066933,3.0,3.0054763555526733,3,3.0118820068406467,3.0,3,3
160,160,160,1379,2,2.0853167493443032,2.0,2.204971373081208,3,2.141227201162022,2.0,3,1
161,161,161,7135,1,2.729802512619504,3.0,2.5810568928718567,3,2.6260853927677275,3.0,3,2
162,162,162,760,2,2.946688860606351,3.0,2.8758548498153687,3,2.8842567838797533,3.0,3,3
163,163,163,5055,3,1.7320438025296836,2.0,1.8700832426548004,3,1.8647719079866816,2.0,3,1
164,164,164,1507,4,3.172387946142265,3.0,3.1382680535316467,3,3.1477439771425555,3.0,3,3
165,165,165,1087,3,2.593631157162806,3.0,2.6111263036727905,3,2.6890083758499608,3.0,3,3
166,166,166,5042,3,2.941257212581787,3.0,2.923977851867676,3,2.9134211619209736,3.0,3,3
167,167,167,2702,3,2.4865652481618743,2.0,2.502651333808899,3,2.4797571214378675,2.0,3,3
168,168,168,5349,2,2.9224754099559918,3.0,2.812792837619781,3,2.9127245333309766,3.0,3,3
169,169,169,7217,3,3.038911285272934,3.0,3.110382080078125,3,3.083077568381902,3.0,3,3
170,170,170,3391,2,2.59070695212484,3.0,2.5522988736629486,2,2.5973544081191946,3.0,3,2
171,171,171,7958,3,3.107923533862317,3.0,3.026819944381714,3,3.070889108792536,3.0,3,3
172,172,172,1595,3,2.9828099313918846,3.0,2.906842529773712,3,2.9453763812324483,3.0,3,3
173,173,173,692,3,2.8451308173868064,3.0,2.7616352438926697,3,2.793138078358345,3.0,3,3
174,174,174,1589,4,3.675490875279264,4.0,3.6716423630714417,4,3.716703881819061,4.0,3,4
175,175,175,5888,3,3.1261815793510515,3.0,3.1543991565704346,3,3.105975801229452,3.0,3,3
176,176,176,3952,4,3.523464321833198,4.0,3.4938800930976868,4,3.5105755929116884,4.0,3,4
177,177,177,5830,4,3.1163516312222743,3.0,3.094534397125244,3,3.1171439920962243,3.0,3,3
178,178,178,3527,3,2.726296899758572,3.0,2.6711743474006653,3,2.683985399941609,3.0,3,3
179,179,179,4622,3,2.6139267085130125,3.0,2.5689883828163147,3,2.599378815970388,3.0,3,3
180,180,180,201,2,2.729256233663646,3.0,2.674568295478821,3,2.6595009015061386,3.0,3,2
181,181,181,6772,4,3.8061063852813937,4.0,3.7085805535316467,4,3.6242201121732855,4.0,3,4
182,182,182,2340,3,2.8434091064415616,3.0,2.8329883813858032,3,2.8312606974074463,3.0,3,3
183,183,183,602,2,1.893001959377253,2.0,2.025665283203125,3,2.0287626431441543,2.0,3,1
184,184,184,3363,4,2.8046185524629754,3.0,2.9162500500679016,3,2.9043704703690882,3.0,3,3
185,185,185,5993,4,3.5328852278071663,4.0,3.457371473312378,4,3.5160964834311237,4.0,3,4
186,186,186,2187,3,2.465331599369237,2.0,2.535878986120224,3,2.5606987573222137,3.0,3,3
187,187,187,25,3,3.0149675791295585,3.0,2.9119074940681458,3,2.9581146046360995,3.0,3,3
188,188,188,7249,2,2.7592435113894265,3.0,2.6847108602523804,3,2.739503805079446,3.0,3,3
189,189,189,4570,3,2.75726488246652,3.0,2.7116918563842773,3,2.7280116995943904,3.0,3,3
190,190,190,307,3,3.4157606887171323,3.0,3.4330139756202698,3,3.3981155500406612,3.0,3,3
191,191,191,5533,3,2.5254052188368585,3.0,2.57911217212677,3,2.5911487273484672,3.0,3,3
192,192,192,4253,1,2.172126939244883,2.0,2.115746140480041,3,2.152860337449922,2.0,3,3
193,193,193,5401,3,2.874880216292194,3.0,2.8204575181007385,3,2.8482458218958664,3.0,3,3
194,194,194,4498,3,3.358114800778255,3.0,3.266969382762909,3,3.2730506490289617,3.0,3,3
195,195,195,934,3,2.3496002796654945,2.0,2.4384732842445374,3,2.44219860190969,2.0,3,3
196,196,196,803,4,2.8573954922851805,3.0,2.822399020195008,3,2.7829586052320505,3.0,3,3
197,197,197,6946,3,3.2925891919567785,3.0,3.3023455142974854,3,3.2726818349012916,3.0,3,3
198,198,198,3902,1,1.876841620700764,2.0,1.834116280078888,1,1.8493265403682004,2.0,3,1
199,199,199,6068,2,2.5527676672360085,3.0,2.5034690499305725,3,2.5384963957756663,3.0,3,3
200,200,200,1149,3,2.884339881166873,3.0,2.635700225830078,3,2.643961363865345,3.0,3,3
201,201,201,3519,3,3.1867942456819134,3.0,3.120688259601593,3,3.1168898223047568,3.0,3,3
202,202,202,7513,3,3.129299289777656,3.0,3.1414074301719666,3,3.1330290442303457,3.0,3,3
203,203,203,3306,3,3.14599413449547,3.0,3.1372240781784058,3,3.1404516559619315,3.0,3,3
204,204,204,5398,3,3.12238334173134,3.0,3.2698791027069087,3,3.2999631130478706,3.0,3,3
205,205,205,769,3,2.545127412197927,3.0,2.5157379806041718,3,2.5327711025622555,3.0,3,3
206,206,206,7279,3,3.101839787405772,3.0,3.145410120487213,3,3.1663521742553566,3.0,3,3
207,207,207,4825,3,3.0907555734335594,3.0,3.0696333050727844,3,3.112344956328024,3.0,3,3
208,208,208,5972,3,3.1268053822440587,3.0,3.1800649762153625,3,3.16464591462465,3.0,3,3
209,209,209,354,2,2.0820341696696403,2.0,1.9726302921772003,1,2.0067534605472965,2.0,3,2
210,210,210,7294,3,3.327092614385623,3.0,3.23140150308609,3,3.210416932860835,3.0,3,3
211,211,211,7959,4,3.474359725438596,3.0,3.3606662154197693,3,3.3473004597822213,3.0,3,3
212,212,212,707,4,2.9891627455097143,3.0,2.855643153190613,3,2.910904192775593,3.0,3,3
213,213,213,1232,1,1.900079823230659,2.0,2.177808314561844,2,2.1436952964209737,2.0,3,1
214,214,214,6883,4,3.3176459738352855,3.0,3.172172725200653,3,3.1853225052254506,3.0,3,3
215,215,215,7656,3,2.6983629670012435,3.0,2.976841628551483,3,2.9461566840461275,3.0,3,3
216,216,216,7418,0,2.178825471109208,2.0,2.117755562067032,2,2.095182260753991,2.0,3,2
217,217,217,6555,1,1.460819998043656,1.0,1.5043542087078094,1,1.3998756875205105,1.0,3,1
218,218,218,6786,2,2.8789497811401166,3.0,2.9603941440582275,3,2.9789975225877905,3.0,3,3
219,219,219,1620,3,3.129954828262873,3.0,3.062590062618256,3,3.0705461455202836,3.0,3,3
220,220,220,5883,3,3.029251228578409,3.0,3.069677770137787,3,3.0032975462664133,3.0,3,3
221,221,221,1224,3,2.776242281130968,3.0,2.8024824261665344,3,2.8072357540256347,3.0,3,3
222,222,222,6707,3,3.059839922134993,3.0,2.97646564245224,3,2.970329346445478,3.0,3,3
223,223,223,7426,3,3.0342130271602845,3.0,3.020427882671356,3,3.0621292732878653,3.0,3,3
224,224,224,7114,1,2.295597889559235,2.0,2.346245765686035,3,2.4140332536926965,2.0,3,3
225,225,225,807,4,2.060331127041335,2.0,2.3285742700099945,1,2.2621822956403346,2.0,3,2
226,226,226,249,3,2.3550076981895254,2.0,2.3642226457595825,3,2.4426411540678745,2.0,3,3
227,227,227,7083,4,3.8828081880179934,4.0,3.7676573991775513,4,3.7807590324823686,4.0,3,4
228,228,228,7573,2,3.003669219471089,3.0,2.972610294818878,3,2.976081043668648,3.0,3,3
229,229,229,6232,3,3.4441780946339815,3.0,3.442396342754364,3,3.493618968010945,3.0,3,3
230,230,230,6809,2,2.6626876872919314,3.0,2.6416852474212646,3,2.6371127992302963,3.0,3,2
231,231,231,6244,3,3.370046780764075,3.0,3.4069376587867737,4,3.3610621405498584,3.0,3,3
232,232,232,6212,2,2.754202185203173,3.0,2.72813081741333,3,2.6429757121228303,3.0,3,3
233,233,233,5758,2,2.706924154601748,3.0,2.733687996864319,3,2.7205598771599884,3.0,3,3
234,234,234,3578,4,3.5790850482034213,4.0,3.368616044521332,3,3.4046204350772418,3.0,3,4
235,235,235,2714,3,2.9311805763147616,3.0,2.9181137681007385,3,2.9168770180926527,3.0,3,3
236,236,236,291,3,3.0533179452867545,3.0,2.953672468662262,3,2.9437339483746614,3.0,3,3
237,237,237,276,4,3.173009734436618,3.0,3.280139148235321,3,3.2719289344058122,3.0,3,3
238,238,238,1329,3,3.107539059286037,3.0,3.1205909848213196,3,3.1153187974429923,3.0,3,3
239,239,239,2158,2,2.8058353789600323,3.0,2.767761528491974,3,2.799526263456454,3.0,3,3
240,240,240,6586,3,2.9371758679193687,3.0,2.864446997642517,3,2.818476688986228,3.0,3,3
241,241,241,5618,3,2.37794323556608,2.0,2.3914439976215363,3,2.4668424926005086,2.0,3,3
242,242,242,3999,1,1.808995064185947,2.0,2.024827599525452,2,2.051052504104008,2.0,3,1
243,243,243,736,3,2.875812666764592,3.0,2.849712371826172,3,2.8657326902154563,3.0,3,3
244,244,244,2980,1,1.9514940855440508,2.0,1.844637155532837,3,1.8769989112049164,2.0,3,1
245,245,245,5866,3,2.550842024637811,3.0,2.6952730417251587,3,2.6956219933828933,3.0,3,3
246,246,246,6153,3,2.876368602068556,3.0,2.9647149443626404,3,2.9075535981480707,3.0,3,3
247,247,247,1956,3,2.774049572673876,3.0,2.71952086687088,3,2.727456320560866,3.0,3,3
248,248,248,2829,4,2.9657902039781106,3.0,2.9831498861312866,3,2.9801341395901138,3.0,3,3
249,249,249,903,0,2.3951706136361732,2.0,2.4287829101085663,3,2.460120308301166,2.0,3,3
250,250,250,6354,4,2.197243083802668,2.0,2.3035831451416016,3,2.2551136819671758,2.0,3,2
251,251,251,5395,3,3.042616795842496,3.0,3.0655460357666016,3,3.091081751053053,3.0,3,3
252,252,252,2764,2,1.8695827827771123,2.0,1.666014403104782,1,1.7079385264952405,2.0,3,1
253,253,253,5014,2,2.6299900571852874,3.0,2.5669719874858856,3,2.5704841107437204,3.0,3,3
254,254,254,5861,2,3.0487223897437787,3.0,2.970477759838104,3,2.973847971292201,3.0,3,3
255,255,255,4788,2,2.3862620279560507,2.0,2.131886065006256,1,2.1596876865239696,2.0,3,2
256,256,256,7003,3,2.8950552236243623,3.0,2.913252532482147,3,2.9348383845764845,3.0,3,3
257,257,257,7201,4,2.89213075167352,3.0,3.0166959166526794,3,3.026325586602592,3.0,3,3
258,258,258,6739,3,2.6655251743681934,3.0,2.721125066280365,3,2.703410795332273,3.0,3,3
259,259,259,7061,3,3.083918614377957,3.0,3.013209104537964,3,3.048340747920184,3.0,3,3
260,260,260,5990,3,2.9660729713731957,3.0,2.933839440345764,3,2.907549203966218,3.0,3,3
261,261,261,6363,3,3.196235142759415,3.0,3.186942160129547,3,3.2206994021194086,3.0,3,3
262,262,262,5526,3,3.2344708368142623,3.0,3.3566704392433167,3,3.3349148842154994,3.0,3,3
263,263,263,3044,3,3.2042161527318984,3.0,3.1156911849975586,3,3.1034540609664294,3.0,3,3
264,264,264,3087,3,2.5190333137649548,3.0,2.686119079589844,3,2.691134664523167,3.0,3,3
265,265,265,6116,0,1.7139855154734869,2.0,1.785544604063034,2,1.797307714044674,2.0,3,1
266,266,266,3292,3,3.0110617012067635,3.0,2.9670569896698,3,2.9757261808607858,3.0,3,3
267,267,267,6123,2,2.4817024268391066,2.0,2.451006054878235,3,2.4296085026959444,2.0,3,2
268,268,268,7250,3,3.100228486338852,3.0,3.0702296495437618,3,3.0797053012838163,3.0,3,3
269,269,269,6520,3,3.2552566629844724,3.0,3.221681237220764,3,3.2117928986430604,3.0,3,3
270,270,270,6118,3,2.6762985637091035,3.0,2.7166715264320374,3,2.714823048166349,3.0,3,3
271,271,271,4664,4,2.914119213860551,3.0,3.019083797931671,3,3.0435704704162565,3.0,3,3
272,272,272,5031,3,2.2447653124921287,2.0,2.1578056812286377,3,2.128184550567924,2.0,3,3
273,273,273,499,2,2.3776104908094298,2.0,2.2537796199321747,3,2.2111933621714868,2.0,3,2
